59.5625		27.75		0
40.8125		318.75		0
53.5		27.75		0
41		318.75		0
48.5		27.75		0
41.375		318.75		0
43.125		27.75		0
41.125		318.75		0
39		27.75		0
40.8125		318.75		0
35.0625		27.75		0
40.75		318.75		0
33.5625		27.75		0
40.8125		318.75		0
33.25		27.75		0
40.8125		318.75		0
33.4375		27.75		0
40.5		318.75		0
33.375		27.75		0
40.75		305.25		0
33.5625		26.25		0
41.5		305.25		0
33.8125		23.25		0
40.9375		305.25		0
33.125		16.5		0
40.3125		304.5		0
32.375		15.75		0
40		304.5		0
31.4375		15.75		0
39.5625		304.5		0
31.1875		15.75		0
39.625		304.5		0
31.4375		15.75		0
39.4375		304.5		0
31.375		15.75		0
39.6875		304.5		0
30.875		15.75		0
39.125		304.5		0
30.4375		15.75		0
39.5625		304.5		0
30.875		15.75		0
39.625		304.5		0
30.875		15.75		0
40.125		304.5		0
30.625		15.75		0
39.9375		304.5		0
30.625		15.75		0
40.25		304.5		0
30.75		15.75		0
40		304.5		0
30.8125		15.75		0
40.0625		304.5		0
30.6875		15.75		0
39.375		304.5		0
30.75		15.75		0
39.375		304.5		0
30.875		15.75		0
39.375		304.5		0
30.9375		15.75		0
39.4375		304.5		0
30.75		15.75		0
39.75		304.5		0
30.875		15.75		0
40.0625		304.5		0
