3.75		0		0
2.625		1.5		0
40		0		0
14		355.5		0
39.875		0		0
22.375		358.5		0
40.0625		0		0
27.9375		0.75		0
40.125		0		0
27.9375		2.25		0
40.0625		0		0
28.3125		2.25		0
40.125		0		0
30.1875		2.25		0
40.4375		0		0
34.4375		2.25		0
40.75		0		0
40.4375		2.25		0
40.5		0		0
58.875		2.25		0
40.125		0		0
70.625		2.25		0
40.125		0		0
84.125		2.25		0
40.375		0		0
96.8125		2.25		0
40.6875		0		0
111.125		2.25		0
40.625		0		0
122.5		2.25		0
40.3125		0		0
133.875		2.25		0
40		0		0
142.688		2.25		0
40.0625		0		0
163.5		2.25		0
40.0625		0		0
174.5		2.25		0
40.125		0		0
184.5		2.25		0
40.0625		0		0
194.625		1.5		0
40		0		0
202.75		1.5		0
40.0625		0		0
211		1.5		0
40.0625		0		0
217.375		1.5		0
40.25		0		0
225.688		1.5		0
40.4375		0		0
232.938		1.5		0
40.375		0		0
241		1.5		0
40.375		0		0
248		1.5		0
40		0		0
252.125		1.5		0
40		0		0
255.75		2.25		0
40.3125		0		0
257.813		2.25		0
40.5625		0		0
262.938		2.25		0
40.6875		0		0
267.25		2.25		0
40.5		0		0
272.313		3.75		0
40.1875		0		0
277.125		5.25		0
40.25		0		0
279.375		5.25		0
40.4375		0		0
278.188		5.25		0
40.375		0		0
277.25		14.25		0
39.9375		0		0
275.5		20.25		0
39.875		0		0
276.125		21.75		0
40.25		0		0
275.75		21.75		0
39.9375		0		0
275.063		23.25		0
40.125		0		0
277.688		24.75		0
39.6875		0		0
282.125		24.75		0
39.8125		0		0
289.125		26.25		0
40		0		0
294.375		26.25		0
40.1875		0		0
297.5		27.75		0
40.375		0		0
297		27.75		0
40.5		0		0
293.438		27.75		0
40.5625		0		0
291.563		27.75		0
40.5625		0		0
289.625		29.25		0
40.625		0		0
286.313		31.5		0
40.25		0		0
283.313		33.75		0
40		0		0
280.875		35.25		0
39.8125		0		0
278		41.25		0
39.8125		0		0
278.438		44.25		0
39.8125		0		0
278.75		47.25		0
39.8125		0		0
269.438		48.75		0
39.8125		0		0
254.75		50.25		0
39.875		0		0
239.25		51.75		0
39.875		0		0
227.438		53.25		0
40.1875		0		0
216.125		54.75		0
40.1875		0		0
202.75		54.75		0
40		0		0
189.5		54.75		0
40.125		0		0
183		54		0
40.5625		0		0
188.813		52.5		0
40.375		0		0
202.063		50.25		0
40.125		0		0
218.813		48		0
39.75		0		0
247.813		45.75		0
40.0625		0		0
264.5		43.5		0
40		0		0
275.563		43.5		0
40.1875		0		0
277.375		43.5		0
40.75		0		0
278.75		43.5		0
40.625		0		0
279		43.5		0
40.5		0		0
279.563		43.5		0
40		0		0
281.063		43.5		0
40.1875		0		0
283.625		43.5		0
40.375		0		0
289.563		43.5		0
40.1875		0		0
292.125		41.25		0
40.4375		0		0
295.688		41.25		0
40.5625		0		0
299.688		41.25		0
40.5625		0		0
303.313		41.25		0
40.5		0		0
303.313		41.25		0
40.375		0		0
304.813		41.25		0
40.625		0		0
305.813		41.25		0
40.1875		0		0
304.875		41.25		0
40.375		0		0
302.563		41.25		0
40.3125		0		0
300.75		40.5		0
40.6875		0		0
298.688		41.25		0
40.8125		0		0
297.438		41.25		0
40.8125		0		0
293.625		31.5		0
40.75		0		0
275.938		25.5		0
40.8125		0		0
267.563		20.25		0
41		0		0
264.438		15.75		0
41.0625		0		0
265.25		11.25		0
41		0		0
264.75		5.25		0
40.6875		0		0
264.25		2.25		0
40.25		0		0
263.313		358.5		0
39.9375		0		0
265.188		355.5		0
40.3125		0		0
265.5		352.5		0
40.5625		0		0
263.125		351		0
40.75		0		0
260.75		351		0
40.8125		0		0
260.25		351		0
40.8125		0		0
260.375		350.25		0
40.875		0		0
260.813		350.25		0
40.5625		0		0
259.5		350.25		0
40.375		0		0
261.438		350.25		0
40.3125		0		0
261.063		350.25		0
40.5		0		0
262.5		350.25		0
40.625		0		0
261.063		350.25		0
40.3125		0		0
263.063		352.5		0
39.9375		0		0
263.625		357		0
39.5625		0		0
265.5		1.5		0
39.75		0		0
266.5		6.75		0
39.375		0		0
268.188		11.25		0
39.5		0		0
267.938		12.75		0
39.4375		0		0
266.625		12.75		0
39.625		0		0
265.688		12.75		0
39.5625		0		0
267.5		14.25		0
40.0625		0		0
272.938		15.75		0
40.0625		0		0
281.688		18.75		0
39.75		0		0
282.375		21.75		0
39.6875		0		0
282.625		22.5		0
39.6875		0		0
281.625		23.25		0
39.375		0		0
278.563		23.25		0
39.5		0		0
272.875		26.25		0
38.9375		0		0
267		26.25		0
39.4375		0		0
262.438		27.75		0
39.1875		0		0
257.188		27.75		0
39.4375		0		0
251.375		27.75		0
39.4375		0		0
238.25		27.75		0
39.8125		0		0
219.563		27.75		0
39.75		0		0
196.438		27.75		0
39.5625		0		0
173.125		27.75		0
39.375		0		0
158.188		27.75		0
39.5625		0		0
147.188		27.75		0
39.4375		0		0
149.25		27.75		0
39.5		0		0
138		27.75		0
40		0.75		0
127.938		27.75		0
40.3125		0.75		0
114.375		27.75		0
40.625		0.75		0
105.5		27.75		0
40.5625		0.75		0
98.6875		27.75		0
40.75		352.5		0
89.3125		27.75		0
40.8125		343.5		0
76.9375		27.75		0
41.125		331.5		0
66		27.75		0
40.9375		318.75		0
