0,709534	0,523132	-0,472107	0,00341797
0,65741	-0,443481	-0,510071	0,333069
0,714172	0,524597	-0,463501	0,00463867
0,65741	-0,443481	-0,510071	0,333069
0,7146	0,522644	-0,464966	0,00354004
0,65741	-0,443481	-0,510071	0,333069
0,709229	0,518066	-0,478088	0,00335693
0,65741	-0,443481	-0,510071	0,333069
0,705139	0,521667	-0,480164	0,00427246
0,65741	-0,443481	-0,510071	0,333069
0,706421	0,518188	-0,482117	0,00323486
0,65741	-0,443481	-0,510071	0,333069
0,708252	0,515991	-0,481873	0,00213623
0,65741	-0,443481	-0,510071	0,333069
0,71167	0,515259	-0,477539	0,00140381
0,65741	-0,443542	-0,510071	0,333008
0,711914	0,520142	-0,471802	0,0020752
0,65741	-0,443542	-0,510071	0,333008
0,707336	0,519409	-0,479431	0,0022583
0,65741	-0,443542	-0,510071	0,333008
0,707886	0,525146	-0,472412	0,0032959
0,65741	-0,443542	-0,510132	0,333008
0,708923	0,5271	-0,468567	0,00335693
0,65741	-0,443542	-0,510132	0,333008
0,707642	0,528259	-0,469177	0,00378418
0,65741	-0,443542	-0,510132	0,333008
0,708252	0,531128	-0,465027	0,00415039
0,65741	-0,443542	-0,510132	0,333008
0,710754	0,532166	-0,460022	0,00402832
0,657349	-0,443604	-0,510132	0,332947
0,712402	0,534119	-0,4552	0,00445557
0,657349	-0,443604	-0,510132	0,332947
0,714355	0,536621	-0,449097	0,00476074
0,657349	-0,443604	-0,510132	0,332947
0,71991	0,532227	-0,445496	0,00384521
0,657349	-0,443604	-0,510132	0,332947
0,721436	0,531067	-0,444336	0,00396729
0,657349	-0,443604	-0,510132	0,332947
0,722107	0,531616	-0,442688	0,0043335
0,657349	-0,443604	-0,510132	0,332947
0,720642	0,533325	-0,442932	0,00488281
0,657349	-0,443604	-0,510132	0,332947
0,719421	0,534729	-0,443237	0,00549316
0,657349	-0,443604	-0,510132	0,332947
0,719055	0,536499	-0,441711	0,00598145
0,657349	-0,443604	-0,510132	0,332947
0,719666	0,537231	-0,439758	0,00604248
0,657349	-0,443604	-0,510132	0,332947
0,719971	0,538391	-0,437927	0,00634766
0,657349	-0,443604	-0,510132	0,332947
0,71936	0,540649	-0,436096	0,00683594
0,657349	-0,443604	-0,510132	0,332947
0,718567	0,540588	-0,4375	0,00701904
0,657349	-0,443604	-0,510132	0,332947
0,71814	0,539612	-0,439392	0,00689697
0,657349	-0,443604	-0,510132	0,332947
0,718445	0,539734	-0,438721	0,00695801
0,657349	-0,443604	-0,510132	0,332947
0,719177	0,539246	-0,438049	0,00689697
0,657349	-0,443604	-0,510132	0,332947
0,719727	0,539001	-0,4375	0,0067749
0,657349	-0,443604	-0,510132	0,332947
0,720276	0,537903	-0,437927	0,0065918
0,657349	-0,443604	-0,510132	0,332947
0,720276	0,533875	-0,442871	0,00561523
0,657349	-0,443604	-0,510132	0,332947
0,720703	0,525818	-0,451782	0,00323486
0,657349	-0,443604	-0,510132	0,332947
0,721558	0,512878	-0,465088	-0,00323486
0,657349	-0,443604	-0,510132	0,332947
